Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.17638398115429918;1;1
Was aber unbedingt erforderlich ist , und deshalb werden wir für die Ziffer 1 ohne diese Empfehlungen stimmen , ist das klare politische Signal des Parlaments an Kommission und Rat , daß wir die Verhältnisse , wie sie eingerissen sind , durch einen klaren Rechtsakt beendet haben wollen . ;637 383 1223 2730 7 14 20 1520 115 42 32 16 5002 1188 1482 127 2512 2276 14 7 15 3076 935 5916 50 572 113 219 20 377 14 30 42 16 2023 14 420 241 0 87 14 189 232 3806 12782 3795 95 90 25;What Parliament needs to do as a matter of urgency though - and this is why we intend to vote for recital 1 without these recommendations - is to send out a clear political signal to the Commission and Council that we want to see a clear legislative act put an end to this disorderly state of affairs . ;811 64 298 37 580 21 35 1077 12 2034 1263 638 53 124 28 710 318 579 37 1181 61 4521 1180 1056 84 2354 638 28 37 3976 1073 35 72 668 5934 37 4 227 53 143 31 318 738 37 1351 35 72 2171 34 348 13 349 37 124 0 39 12 338 26;But What necessarily and will we paragraph 1 this recommendations vote the transparent political signal of the Parliament s to and the Council that we are clear end . ;1846 811 4379 53 125 318 3089 1180 124 2354 1181 4 2837 668 5934 12 4 64 24 37 53 4 143 31 318 41 72 349 26;5.022501356587231e-35;1;3
Herr Präsident , das Parlament fordert seit Jahren einen spezifischen und einheitlichen strafrechtlichen Schutz der finanziellen Interessen der Union . ;53 54 14 15 63 4678 872 741 232 2195 20 4341 3323 2455 5 3627 795 5 266 25;Mr President , for years , Parliament has called for specific and uniform protection under criminal law of the Union s financial interests . ;47 58 20 61 397 20 64 76 587 61 428 53 6144 253 1007 3176 2540 12 4 276 24 131 1231 26;Mr President , the Parliament calls on specific a and financial interests Union . ;47 58 20 4 64 3794 82 428 35 53 131 1231 276 26;1.8387417724266256e-16;1;3
Andererseits gehen voluntaristischere Versuche , wie das gegenwärtige OLAF , nicht über begründete Bedenken hinsichtlich des Systems von Garantien für die individuellen Rechte hinaus . ;5539 692 0 6740 14 420 15 1990 7299 14 315 153 3289 577 331 50 1610 46 1947 32 16 3429 1582 1913 25;On the other hand , more pro-active attempts , such as OLAF , which is currently operating , have not allayed legitimate concerns about the system of guarantees for individual rights . ;1906 4 731 728 20 65 4092 6874 20 972 21 6755 20 15 28 306 4963 20 113 77 18836 4218 483 339 4 848 12 16 61 1810 1019 26;On the other hand to which OLAF not concerns the system rights . ;1906 4 731 728 37 15 6755 77 483 4 848 1019 26;6.244570742970779e-19;1;4
Der vorliegende Bericht verdient unsere Zustimmung , denn er hält an der Notwendigkeit fest , das Leben der Institutionen rechtlich und effizient zu disziplinieren , indem er das Finanzsystem der Union mit einem europäischen materiell-rechtlichen Strafprozeßrecht abschließt , das der Glaubwürdigkeit des Wirtschaftslebens der Gemeinschaft angemessen ist . ;376 9151 1506 1503 151 1001 14 568 700 2554 113 5 1746 1241 14 15 871 5 780 3639 20 3928 28 0 14 1026 700 15 13969 5 266 131 48 779 0 0 0 14 15 5 514 50 0 5 2590 3735 7 25;We should approve this report because it highlights the need to maintain efficient legal control over our institutions , by protecting the Union s financial system with a substantive and procedural European law which is capable of maintaining the credibility of the Community s economic life . ;40 33 2709 124 1132 481 86 5271 4 789 37 685 2448 263 218 96 154 793 20 10 10650 4 276 24 131 848 46 35 1257 53 7751 193 2540 15 28 1361 12 2790 4 536 12 4 250 24 623 887 26;This report deserves our because need institutions legal and by financial system of Union with a European household appliances , credibility of the Community . ;162 1132 1483 154 481 789 793 263 53 10 131 848 12 276 46 35 193 4481 11685 20 536 12 4 250 26;3.926624750850266e-34;1;3
Allerdings ergeben sich einige ganz einfache Fragen . ;1765 1855 180 146 109 1777 442 25;Nevertheless , it raises some very basic questions . ;4144 20 86 3030 149 372 1808 312 26;However , some simply questions . ;843 20 149 1836 312 26;3.6081720933412234e-05;1;2
Sind diese Themen nicht von größtem Interesse bei einer künftigen Revision der Verträge , die dazu beitragen soll , den Raum der Freiheit , der Sicherheit und des Rechts in der Union zu sichern ? ;6274 127 983 315 46 13743 466 228 456 2435 4758 5 709 14 16 1064 2209 329 14 33 314 5 308 14 5 17 20 50 2708 4 5 266 28 1417 554;Surely these subjects will be of the greatest relevance to a revision of the treaties which will contribute to the stability of the area of freedom , security and justice ? ;718 84 994 125 8 12 4 1017 12997 37 35 5131 12 4 1043 15 125 2479 37 4 695 12 4 160 12 326 20 17 53 327 577;Are on issues does not interest review Treaties freedom and right in Union ? ;5759 82 940 456 77 970 3665 776 326 53 871 3 276 577;4.786219945797535e-25;1;1
Herr Präsident ! Die EU steht zur Zeit auf dem Prüfstand . ;53 54 58 37 31 36 222 291 9 61 10300 25;Mr President , the EU is now exposed to tough scrutiny . ;47 58 20 4 32 28 362 6465 37 3989 6518 26;Mr President , EU is at in . ;47 58 20 32 28 242 3 26;1.3801537654763426e-06;1;3
Das Vertrauen in die Union ist ernsthaft beschädigt , und es bedarf großer Anstrengungen , um das zu ändern . ;157 1132 4 16 266 7 2147 17000 14 20 27 5366 1292 3657 14 390 15 28 2328 25;Confidence in the European Union has been seriously damaged . To remedy this , vigorous efforts are required . ;24436 3 4 193 276 76 78 2041 17013 26 1262 9778 124 20 6064 2271 41 2361 26;The faith in Union is serious and therefore , to the latter change . ;226 1058 3 276 28 860 53 29 20 37 4 1088 140 26;5.061169037741447e-13;1;3
Deshalb begrüßen wir die Bereitstellung zusätzlicher Mittel für OLAF , damit jeder Verdacht noch effektiver aufgeklärt werden kann . ;1010 29 42 16 4083 7328 1334 32 7299 14 1232 1861 7220 613 15205 14626 115 371 25;We therefore welcome increased resources for OLAF so that we can investigate any suspicions more efficiently . ;40 29 530 2104 300 61 6755 1097 31 318 6 4617 452 5795 65 3557 26;therefore welcome we additional funds any suspicion . ;29 530 318 4240 1238 452 8268 26;3.636048439998914e-13;1;5
Gleichzeitig betrachten wir es als selbstverständlich , daß diejenigen , die sich gegenüber der EU etwas zuschulden kommen lassen , auch wirksam zur Verantwortung gezogen werden können . ;953 333 42 27 354 3102 14 30 1351 14 16 180 136 5 31 558 0 1374 680 14 188 1863 222 2816 5455 115 311 25;At the same time , we think it is obvious that those who commit crimes against the EU must be able to be held accountable in an effective way . ;127 4 962 398 20 318 377 86 28 2855 31 1241 287 4206 7236 177 4 32 347 8 79 37 8 2663 6731 3 13 1783 486 26;At the same time regard we that those who specific the EU some Help generic also . ;127 4 962 398 345 318 31 1241 287 428 4 32 149 14498 15165 342 26;9.528091944436057e-20;1;3
Leider ist das Übereinkommen zum Schutz der finanziellen Interessen der Union nur in wenigen Mitgliedstaaten umgesetzt worden . ;4534 7 15 3436 587 2455 5 3627 795 5 266 8 4 3108 193 2225 432 25;It is unfortunate that the convention for protecting the Union s financial interests has been put into effect in so few Member States . ;27 28 2854 31 4 3173 61 10650 4 276 24 131 1231 76 78 348 847 2454 3 1097 1730 202 75 26;Unfortunately , is the protect financial interests Union a few Member States . ;4237 20 28 4 2612 131 1231 276 35 1730 202 75 26;4.4167395442123225e-15;1;3
Daher halten wir es für opportun , daß die Kommission beauftragt wird , einen Vorschlag zur Weiterentwicklung des vorhandenen Rechtsrahmens zu erarbeiten . ;1897 41 42 27 32 15634 14 30 16 219 5232 139 14 232 233 222 4318 50 2831 5862 28 4861 25;We therefore think it only right that the Commission should have the task of tabling proposals entailing the further development of the already existing legal framework . ;40 29 377 86 7 871 31 4 227 33 113 4 294 12 8834 248 22610 4 2180 569 12 4 271 3086 263 562 26;therefore we that the Commission legal framework . ;29 318 31 4 227 263 562 26;3.058344512336347e-15;1;3
Dagegen bin ich nicht davon überzeugt , daß eine solche höhere Effektivität eine einheitliche europäische Gesetzgebung oder eine Zentralisierung der Strafverfolgung erforderlich macht . ;5330 675 210 315 921 3161 14 30 211 866 7525 6892 211 2629 748 1048 69 211 17856 5 5911 2730 760 25;On the other hand , I am not convinced that making the process more efficient in this way requires common European legislation or centralisation of the fight against crime . ;1906 4 731 728 20 117 681 77 3543 31 998 4 214 65 2448 3 124 486 1066 274 193 279 66 8092 12 4 176 177 179 26;am I not convinced that a single European legislation or a centralization prosecution . ;681 117 77 3543 31 35 1693 193 279 66 35 36357 2062 26;1.0832525332695847e-17;1;3
Wir setzen eher auf Eurojust , d . h . auf die Zusammenarbeit der nationalen Staatsanwaltschaften . ;129 339 987 9 12515 14 1024 25 1025 25 9 16 191 5 300 0 25;We have more confidence in Eurojust , where prosecutors from the individual nations cooperate . ;40 113 65 1121 3 11946 20 1042 7226 186 4 1810 2906 288 26;We avoid duplication . . the to as to the national . ;40 736 18610 26 26 4 37 21 37 4 316 26;1.0400149499214578e-10;1;5
Die Herausforderung für die Kommission und für uns besteht jedoch darin , die richtige Mischung zu finden . ;37 3808 32 16 219 20 32 285 2137 822 650 14 16 5457 5017 28 214 25;The challenge for the Commission and for ourselves is , however , to find the right mix . ;226 302 61 4 227 53 61 686 28 20 693 20 37 210 4 871 9097 26;However , The challenge for Commission and right combination . ;843 20 226 302 61 227 53 871 3205 26;1.3731548879936285e-11;1;3
Das Vorhandensein von Betrug und Mißwirtschaft darf nicht dazu führen , daß wir in einer altertümlich hierarchischen Bürokratie steckenbleiben und Detailkontrolle die Entwicklung einer modernen Verwaltung verhindert . ;157 10469 46 6046 20 19354 1254 315 1064 269 14 30 42 4 456 0 0 4037 0 20 0 16 190 456 6033 5138 3169 25;The mismanagement and examples of fraud which occur ought not to lead to our ending up in an old-fashioned hierarchical bureaucracy which , through an exaggerated supervision of detail , prevents the development of a modern administration . ;226 18654 53 2433 12 5567 15 6670 2438 77 37 981 37 154 5289 890 3 13 25946 9828 3763 15 20 751 13 17168 732 12 1597 20 8069 4 569 12 35 4041 3551 26;Bureaucracy and the development modern administration . ;18994 53 4 569 4041 3551 26;2.860787779707446e-21;1;2
Es sollte von dem Grundsatz ausgegangen werden , daß jede Verwaltung für ihre eigene Kontrolle verantwortlich ist . ;416 694 46 61 484 4821 115 14 30 821 5138 32 807 3544 204 2056 7 25;The main idea ought to be that each administration takes responsibility for its own supervision . ;226 521 2012 2438 37 8 31 950 3551 1012 2611 61 170 1195 732 26;It should in principle that any administration for their control responsible . ;27 33 3 463 31 452 3551 61 111 218 502 26;1.2809549100707643e-12;1;3
Das erfordert eine Weiterbildung des Personals , modernere Einstellungsmethoden und vor allem Offenheit und Transparenz . ;157 5122 211 12282 50 9310 14 0 0 20 96 295 1033 20 462 25;This requires staff training , more modern recruitment methods and , above all , openness and public control . ;162 1066 4013 1815 20 65 4041 6838 3091 53 20 3862 223 20 8181 53 971 218 26;The requires a training of the and and transparency . ;226 1066 35 1815 12 4 53 53 472 26;4.476899361628026e-15;1;4
Eine effektive Kontrolle der Verwaltung ist der beste Schutz vor Unregelmäßigkeiten . ;1517 6736 204 5 5138 7 5 5481 2455 96 7296 25;Being able to scrutinise the administration effectively is the best protection against irregularities . ;10502 79 37 15592 4 3551 4330 28 4 725 253 177 6751 26;A effective control administration in best protection against irregularities . ;1999 1783 218 3551 3 725 253 177 6751 26;3.3561070397423843e-07;1;5
Herr Präsident , Frau Berichterstatterin , sehr geehrte Abgeordnete ! Neues Vertrauen der Bürgerinnen und Bürger in die Arbeit der Europäischen Institutionen , neues Vertrauen in die europäische Politik zu gewinnen , ist eine der wichtigsten Aufgaben , vor der wir stehen . ;53 54 14 617 3326 14 510 8179 2321 58 6259 1132 5 6987 20 312 4 16 223 5 62 780 14 4544 1132 4 16 748 322 28 316 14 7 211 5 3362 1938 14 96 5 42 792 25;Mr President , rapporteur , restoring the confidence of the citizens in the work of the European institutions and in European politics is one of the most important tasks we have before us . ;47 58 20 1287 20 1215 4 1121 12 4 333 3 4 231 12 4 193 793 53 3 193 662 28 413 12 4 304 183 522 318 113 101 295 26;Mr President , , ladies Members , trust confidence the and European institutions new trust in the European policy . ;47 58 20 20 1169 445 20 2810 1121 4 53 193 793 416 2810 3 4 193 552 26;7.444194805444989e-34;1;5
Das Parlament hat sich dieser Aufgabe verpflichtet , wofür der vorliegende Bericht einen eindrucksvollen Beweis darstellt . ;157 63 120 180 82 287 4310 14 4516 5 9151 1506 232 0 2865 4178 25;Parliament is committed to this task , which is something this report bears impressive witness to . ;64 28 5335 37 124 294 20 15 28 2472 124 1132 6176 5686 3197 37 26;Parliament has are the this report . ;64 76 41 4 124 1132 26;4.162972092580962e-13;1;3
Ich darf der Berichterstatterin die Anerkennung der Kommission dafür aussprechen , daß sie sich erneut der wirklich schwierigen Frage gewidmet hat , welche rechtlichen Grundlagen , welche institutionellen Veränderungen geschaffen werden können , um die Bekämpfung von Betrug zu Lasten der Europäischen Union zu intensivieren . ;107 1254 5 3326 16 6257 5 219 938 5607 14 30 241 180 1649 5 1921 2319 202 1019 120 14 979 3336 937 14 979 1609 1013 1979 115 311 14 390 16 171 46 6046 28 1751 5 62 266 28 9545 25;On behalf of the Commission I am able to congratulate the rapporteur on having again addressed the genuinely difficult question as to what we can do , in terms of creating legal bases and effecting institutional change , to step up the fight against fraud perpetrated against the European Union . ;1906 1641 12 4 227 117 681 79 37 1335 4 1287 82 1071 1301 3573 4 8357 89 213 21 37 467 318 6 580 20 3 1854 12 249 263 949 53 10933 222 140 20 37 1039 890 4 176 177 5567 1514 177 4 193 276 26;I rapporteur recognition Commission that another question what what institutional changes to the of fraud at European Union . ;117 1287 6485 227 31 1941 213 467 467 222 658 37 4 12 5567 242 193 276 26;1.9760610207997575e-33;1;3
Die Kommission stimmt der Berichterstatterin voll zu , daß diese Situation nicht akzeptabel ist . ;37 219 2683 5 3326 6075 28 14 30 127 72 315 1919 7 25;The Commission wholeheartedly agrees with the rapporteur that this is an unacceptable situation ;226 227 4579 1000 46 4 1287 31 124 28 13 4719 69;The Commission rapporteur that this situation many people unacceptable . ;226 227 1287 31 124 69 812 420 4719 26;1.194136873219999e-09;1;5
Ein Rechtsakt , eine Richtlinie , in der die Betrugstatbestände , beispielsweise Geldwäsche oder Bestechlichkeit , einheitlich definiert und deren Strafverfolgungsverpflichtung verbindlich als Ziel festgeschrieben wird , kann hier einen wichtigen Schritt weiterbringen , und ich werde deshalb der Kommission vorschlagen , diesen Schritt sehr zügig zu prüfen . ;1 12782 14 211 1166 14 4 5 16 0 14 895 194 69 0 14 7029 3332 20 2062 0 9368 354 1502 5547 139 14 371 531 232 195 2858 0 14 20 210 1165 1520 5 219 2206 14 313 2858 510 6557 28 2644 25;A legislative act , a directive , in which there is a standardised definition for the different types of fraud such as money-laundering or corruptibility , and in which the obligation to launch criminal proceedings is enshrined as a binding objective , may enable us to take a major step forwards , and I will therefore advise the Commission to examine this step with all due haste . ;1999 2171 34 20 35 1156 20 3 15 672 28 35 6484 2458 61 4 932 6065 12 5567 972 21 14706 66 0 20 53 3 15 4 3807 37 9144 3176 3869 28 4653 21 35 1975 392 20 319 3569 295 37 689 35 1020 1039 9324 20 53 117 125 29 11919 4 227 37 2468 124 1039 46 223 1210 7416 26;For example , or defined and step and I will therefore Commission proposing . ;1671 912 20 66 4343 53 1039 53 117 125 29 227 2089 26;2.7993791864260466e-35;1;3
