Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.12152516522623286;1;2
Ausdrücklicher Dank gilt dem schwierigen Einsatz aller Mannschaften . ;0 925 2751 61 2319 2249 958 0 25;We are particularly in the debt of those who undertook the difficult deployment of all their crew . ;40 41 480 3 4 2569 12 1241 287 3616 4 89 9336 12 223 111 19604 26;thank you to must of all . ;449 448 37 347 12 223 26;6.915756752510152e-06;1;6
Seit fast zehn Jahren kämpfe ich hier im Parlament für eine europäische Umweltküstenwache . ;3022 4443 3123 741 0 210 531 73 63 32 211 748 0 25;I have been fighting for a European environmental coastguard service for almost ten years , here in Parliament . ;117 113 78 5275 61 35 193 933 18045 1151 61 2852 1445 397 20 712 3 64 26;Since nearly ten years ;2796 4728 1445 397;7.129461923858814e-07;2;3
Das Thema ist so aktuell wie eh und je . ;157 414 7 208 8368 420 0 20 355 25;The issue is as topical as it was before . ;226 216 28 21 4557 21 86 834 101 26;The issue is and than ever . ;226 216 28 53 422 790 26;1.2075428239930474e-05;1;3
Frau Roth-Behrendt sagte , daß in der Vergangenheit nichts getan wurde . ;617 11846 576 14 30 4 5 1775 2482 3144 412 25;Mrs Roth-Behrendt said that nothing had ever been done . ;2185 11193 532 31 1649 442 790 78 460 26;Mrs Roth-Behrendt said , that the past done nothing . ;2185 11193 532 20 31 4 1743 460 1649 26;3.663793907819614e-06;1;2
Ich glaube , daß in der Vergangenheit in der Kommission einiges getan wurde , aber es muß noch mehr getan werden . ;107 209 14 30 4 5 1775 4 5 219 7132 3144 412 14 383 27 334 613 68 3144 115 25;In fact , I believe that things have been done by the Commission , but there is still more to do . ;451 531 20 117 208 31 1103 113 78 460 10 4 227 20 322 672 28 639 65 37 580 26;I believe that the past in the Commission but more doing some done . ;117 208 31 4 1743 3 4 227 322 65 951 149 460 26;1.668678293716796e-09;1;2
Außerdem konzentrierte man sich in diesen vergangenen Jahren grundsätzlich auf die Sicherheit im Passagierverkehr . ;624 0 201 180 4 313 1810 741 1464 9 16 17 73 0 25;During these years , the emphasis has mainly been on the safety of passenger transport . ;4846 84 397 20 4 1685 76 2542 78 82 4 360 12 6994 975 26;Moreover , this last years ;3266 20 124 1416 397;1.499972121499007e-10;2;2
Das ist die Realität . ;157 7 16 2971 25;That is the reality . ;1014 28 4 1162 26;This is the reality . ;162 28 4 1162 26;0.004052698847927618;1;2
Die Billigflaggen sind ein Problem , aber nicht das einzige . ;37 0 87 67 116 14 383 315 15 2055 25;Flags of convenience are one problem , but are not the only one . ;0 12 3956 41 413 123 20 322 41 77 4 7 413 26;The are a problem but not only ;226 41 35 123 322 77 7;3.218517770795834e-07;1;2
Malta und Zypern haben ihre Aufnahme in die Gemeinschaft beantragt . ;9560 20 3032 95 807 2255 4 16 2590 6139 25;Malta and Cyprus have asked to join the Community . ;8809 53 2780 113 314 37 1728 4 250 26;Malta and have Cyprus their Community . ;8809 53 113 2780 111 250 26;0.0013745857596840305;1;3
Ich halte dies für schwierig , aber auf jeden Fall müssen die Register der Länder der Europäischen Union überprüft werden . ;107 1115 302 32 991 14 383 9 689 908 317 16 9224 5 1527 5 62 266 5576 115 25;I believe that this will be difficult but , in any event , we should carry out a review of the registers of the European Union countries . ;117 208 31 124 125 8 89 322 20 3 452 453 20 318 33 3556 1073 35 3665 12 4 7390 12 4 193 276 715 26;I think difficult but the European examined must countries Union . ;117 377 89 322 4 193 4822 347 715 276 26;1.92380366636446e-09;1;2
Denn wir haben bereits eine Gesetzgebung . ;2082 42 95 260 211 1048 25;We already have legislation . ;40 271 113 279 26;have already a ;113 271 35;0.00011658811451932202;2;1
Als letztes möchte ich auf die Frage der Haftung hinweisen . ;2358 2654 108 210 9 16 202 5 6349 1249 25;Lastly , I would like to stress the issue of liability . ;2384 20 117 427 118 37 4087 4 216 12 5351 26;As I would like to liability . ;292 117 427 118 37 5351 26;4.8929822194207056e-06;1;3
Nicht nur in bezug auf die Höchstbeträge , die meiner Ansicht nach den nordamerikanischen ähnlich sein müssen . ;3762 8 4 237 9 16 0 14 16 1712 480 147 33 0 6273 1035 317 25;Not only in terms of maximum sums insured , which I believe should be similar to those in the United States . ;1695 7 3 1854 12 6462 3160 9350 20 15 117 208 33 8 4796 37 1241 3 4 74 75 26;Not only I similar elsewhere . ;1695 7 117 4796 2435 26;1.4636471285207545e-10;1;4
Ich komme zum Schluß , ich will nicht weiter in die Tiefe gehen . ;107 7628 587 5124 14 210 236 315 1551 4 16 3582 692 25;I will end now . I will not expand further . ;117 125 349 362 26 117 125 77 1529 2180 26;I come by I not . ;117 151 10 117 77 26;1.0412470443759425e-06;1;3
Wir werden ein andermal dazu Gelegenheit haben . ;129 115 67 0 1064 141 95 25;We will have the opportunity to do so on other occasions . ;40 125 113 4 688 37 580 1097 82 731 3261 26;We will a have to opportunities to . ;40 125 35 113 37 1830 37 26;0.0008482719676741412;1;3
Vielen Dank . Frau Kommissarin . ;924 925 25 617 1349 25;Thank you very much , Commissioner . ;447 448 372 781 20 1168 26;Thank you . ;447 448 26;0.2454742912969743;2;5
Wir haben Ihre Bereitschaft zur Kenntnis genommen . ;129 95 1890 2866 222 880 2261 25;We have taken good note of your intentions . ;40 113 855 30 2445 12 1234 2831 26;We have to your on ;40 113 37 1234 82;9.776012885784799e-05;2;3
Ich habe gemäß Artikel 37 , Absatz 2 , acht Entschließungsanträge zum Abschluß dieser Erklärung der Kommission erhalten . ;107 284 975 453 6217 14 1483 1700 14 2061 60 587 1009 82 896 5 219 1698 25;I have received 8 motions for resolution , in accordance with Rule 37 ( 2 ) , to close the present Commission statement . ;117 113 1136 1463 60 61 1065 20 3 265 46 1614 5705 900 1674 902 20 37 4602 4 153 227 571 26;I received 37 motions for resolutions eight pursuant ( 2 ) resolutions these statement Commission . ;117 1136 5705 60 61 62 5704 3170 900 1674 902 62 84 571 227 26;1.2064632000845915e-10;1;3
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.2382204769251408;1;2
Die Abstimmung findet am Donnerstag um 12 . 00 Uhr statt . ;37 1190 900 721 1672 390 167 25 1192 1193 934 25;The vote will take place on Thursday at 12 . 00 p . m . ;226 1181 125 689 856 82 1644 242 173 26 1184 2747 26 1185 26;The vote will take place on Thursday at 12 noon . ;226 1181 125 689 856 82 1644 242 173 4163 26;0.0003574350390520934;1;5
Stürme in Europa ;0 4 365;Storms in Europe ;0 3 135;the ;4;0.009671740244690571;3;5
Nach der Tagesordnung folgt die Erklärung der Kommission über die Stürme in Europa . ;2212 5 1002 3317 16 896 5 219 153 16 0 4 365 25;The next item is the Commission statement on the storms in Europe . ;226 1260 3063 28 4 227 571 82 4 6407 3 135 26;The item is the Commission statement on in Europe . ;226 3063 28 4 227 571 82 3 135 26;2.1916035617126406e-07;1;3
Herr Kommissar , ich möchte Ihnen für Ihre Worte danken , vor allem für die sehr konkreten Vorschläge für die Geschädigten , die sehr viel von der Europäischen Union , von unserer Hilfe erwarten . ;53 1177 14 210 108 445 32 1890 2083 448 14 96 295 32 16 510 2007 238 32 16 7324 14 16 510 303 46 5 62 266 14 46 422 2018 1130 25;Commissioner , I would like to thank you for the ideas you have put forward , particularly on the very specific proposals concerning the people affected and who are expecting a lot from the European Union , in terms of the help that we can offer them . ;1168 20 117 427 118 37 449 448 61 4 3292 448 113 348 1885 20 480 82 4 372 428 248 156 4 420 1233 53 287 41 5933 35 2414 186 4 193 276 20 3 1854 12 4 1903 31 318 6 1311 161 26;Commissioner Mr I would like thank you words very specific proposals for injured party are very European Union our expect aid . ;1168 47 117 427 118 449 448 1981 372 428 248 61 12085 717 41 372 193 276 154 645 1207 26;3.4249479450102487e-18;1;3
Ich denke , daß das geschehen ist , da Sie nichts darüber gesagt haben . ;107 362 14 30 15 3667 7 14 104 394 2482 1912 511 95 25;I think that you must have done so , because you have not mentioned it . ;117 377 31 448 347 113 460 1097 20 481 448 113 77 546 86 26;I think that because you this issue no . ;117 377 31 481 448 124 216 740 26;9.779468961772093e-07;1;2
Wir wissen ja alle , daß man , wenn man nicht die Kriterien von Ziel 2 erfüllt , größte Schwierigkeiten hat , eine Hilfe zu bekommen . ;129 887 529 706 14 30 201 14 278 201 315 16 243 46 1502 1700 3177 14 1017 1060 120 14 211 2018 28 1150 25;In fact , we all know that anyone who does not live within the perimeter of an Objective 2 region will find it all but impossible to obtain aid . ;451 531 20 318 223 335 31 5990 287 456 77 1172 561 4 10621 12 13 1283 1674 5 125 210 86 223 322 1584 37 3700 1207 26;We know all that if not objective criteria 2 difficulties aid a . ;40 335 223 31 121 77 392 257 1674 1060 1207 35 26;7.207802361236447e-13;1;2
Sie wissen auch , daß dieses Problem sich nicht nur kurzfristig stellt , sondern auch mittel und langfristig . ;394 887 188 14 30 207 116 180 315 8 3104 2762 14 326 188 0 20 7506 25;You also know that this will not only be a short-term problem , but also a medium and long-term one . ;376 342 335 31 124 125 77 7 8 35 636 123 20 322 342 35 1986 53 2227 413 26;They know also that this problem not only near but also and ;851 335 342 31 124 123 77 7 1222 322 342 53;1.7284647662320766e-08;1;3
Lassen Sie mich das erklären . ;2424 394 1290 15 1121 25;Let me explain . ;334 766 487 26;Let that all . ;334 31 223 26;0.0009845053411627024;1;3
Ein Schaden von 20 bedeutet für einige forstwirtschaftliche Gemeinden einen enormen Verlust . ;1 4167 46 747 1955 32 146 0 1794 232 5964 5051 25;Indeed , for some forestry districts , which have lost 20 of their trees , this represents a huge loss . ;1485 20 61 149 6399 2071 20 15 113 3321 762 12 111 14755 20 124 3278 35 4047 9525 26;A damage from meaning 20 for a number communities loss enormous a . ;1999 3880 186 1983 762 61 35 868 1761 9525 3159 35 26;6.461873055327388e-05;1;1
Diesen Aspekt sollten wir im Gedächtnis behalten und bei unseren verschiedenen Politiken nicht vergessen . ;9569 532 1614 42 73 7086 10144 20 228 318 59 2404 315 1283 25;I think that this is something which we should continually bear in mind so that we do not lose sight of it in our various policies . ;117 377 31 124 28 2472 15 318 33 1113 619 3 821 1097 31 318 580 77 4061 458 12 86 3 154 59 336 26;must be and our various policies forget not . ;347 8 53 154 59 336 1820 77 26;1.3961575001336564e-06;1;3
Das Problem des Holzsektors ist äußerst komplex . ;157 116 50 0 7 1147 8599 25;It is true that the problem of the forestry sector is an extremely complex one . ;27 28 87 31 4 123 12 4 6399 692 28 13 475 2615 413 26;This of the is extremely . ;162 12 4 28 475 26;0.0008226908418152218;1;2
Sie sprachen davon , Mittel für die Lagerung des Holzes zu bewilligen , damit es nicht an Wert verliert . ;394 2515 921 14 1334 32 16 16923 50 0 28 0 14 1232 27 315 113 2331 5290 25;Indeed , you spoke of releasing funds for timber storage on the grounds that its price must not depreciate . ;1485 20 448 2356 12 10206 1238 61 6403 10781 82 4 503 31 170 1946 347 77 0 26;They talked about not to value funds losing ground . ;851 7719 339 77 37 3480 1238 4867 1904 26;4.3370286709507635e-11;1;3
Ich will damit nur sagen , daß das Problem äußerst komplex ist , und ich bitte die Kommission , diese Situation möglichst gründlich zu analysieren . ;107 236 1232 8 436 14 30 15 116 1147 8599 7 14 20 210 578 16 219 14 127 72 1415 7080 28 8375 25;I am telling you all of this to illustrate how complex the problem is , and I thank the Commission once again for extending their analysis of this situation as far as it could . ;117 681 10055 448 223 12 124 37 4571 431 2615 4 123 28 20 53 117 449 4 227 73 1301 61 5529 111 256 12 124 69 21 1098 21 86 461 26;I about it that the problem is extremely and I would ask the Commission , situation carefully as ;117 339 86 31 4 123 28 475 53 117 427 708 4 227 20 69 466 21;1.3855105341831232e-11;2;3
Sie haben selbst gesagt , Herr Kommissar , daß diese Katastrophen , diese Stürme nicht immer Naturereignisse sind , und aus unserer Sicht sind dies die ersten Anzeichen des Klimawandels . ;394 95 666 511 14 53 1177 14 30 127 4393 14 127 0 315 671 0 87 14 20 181 422 1445 87 302 16 870 4098 50 17999 25;As you yourself said , Commissioner , these disasters or storms do not always have natural causes , and we think that these are the first signs of climate change . ;292 448 6868 532 20 1168 20 84 4110 66 6407 580 77 768 113 2487 726 20 53 318 377 31 84 41 4 457 3824 12 2647 140 26;They have even said Mr Commissioner , that this disasters this not and our , evidence ;851 113 976 532 47 1168 20 31 124 4110 124 77 53 154 20 2845;8.047174602719996e-15;2;4
Wir müssen also unsere Politiken neu bewerten , um dem Rechnung zu tragen . ;129 317 720 151 2404 623 2612 14 390 61 4716 28 4205 25;We should therefore review our policies in order to take account of this fact . ;40 33 29 3665 154 336 3 735 37 689 2179 12 124 531 26;We must therefore our to assess policies to ;40 347 29 154 37 7941 336 37;4.4167311946893636e-08;3;3
Herr Präsident , alle , die hier mit dem Auto , dem Zug oder dem Flugzeug angereist sind , konnten feststellen , welche Schäden die Orkane von ungeahnter Heftigkeit , die Ende letzten Monats über Europa hinweggefegt sind , gerade in Frankreich angerichtet haben . ;53 54 14 706 14 16 531 131 61 1375 14 61 10174 69 61 745 0 87 14 85 111 14 979 5820 16 0 46 0 0 14 16 338 1092 9063 153 365 0 87 14 649 4 482 11416 95 25;Mr President , everyone who has travelled here by car , train or aeroplane , has been able to see the extent of the damage , particularly in France , caused by hurricanes of a completely unprecedented violence which struck Europe at the end of last month . ;47 58 20 885 287 76 9810 712 10 754 20 6481 66 746 20 76 78 79 37 1351 4 3660 12 4 3880 20 480 3 495 20 1557 10 23778 12 35 2337 9879 2754 15 4714 135 242 4 349 12 1416 3581 26;Mr President cars all or A5-0145/2001 to the fly are now , which France have been at damage end month on Europe , caused are . ;47 58 1345 223 66 12007 37 4 2658 41 362 20 15 495 113 78 242 3880 349 3581 82 135 20 1557 41 26;2.1900433508085857e-23;1;2
Was können nun die Abgeordneten des Europäischen Parlaments angesichts einer derartigen Katastrophe tun ? ;637 311 349 16 144 50 62 572 1600 456 2226 2421 800 554;What can the Members of the European Parliament do when faced with such a widespread disaster ? ;811 6 4 445 12 4 193 64 580 363 5786 46 972 35 877 3898 577;What can in the European Parliament at such disaster ? ;811 6 3 4 193 64 242 972 3898 577;3.8967861803245274e-07;1;3
Zunächst gilt mein Gruß den Kollegen Bürgermeistern und Kommunalpolitikern , die im Alltag die Bevölkerung beruhigen , die Solidarität organisieren und mit den öffentlichen Versorgungsunternehmen zusammenarbeiten mußten . ;1457 2751 1459 0 33 57 0 20 0 14 16 73 11875 16 2246 2052 14 16 776 6762 20 131 33 3299 0 1761 1180 25;Firstly , I would like to pay tribute to the mayors and local representatives who , on a daily basis , have had to reassure their constituents , organise volunteers and cooperate with the public services . ;3579 20 117 427 118 37 2375 2901 37 4 1624 53 1724 802 287 20 82 35 6451 264 20 113 442 37 1949 111 10075 20 6207 12457 53 288 46 4 971 1139 26;Firstly the my to and the , fuel population organise show solidarity and the ;3579 4 844 37 53 4 20 4470 2804 6207 960 1877 53 4;1.5873496283544315e-17;3;3
