Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.05528663906222663;1;4
Müssen wir diese Durchführung nicht schärfer kontrollieren ? ;11611 42 127 165 315 0 3916 554;Should its implementation not be more strictly monitored ? ;1892 170 171 77 8 65 5946 2477 577;Do we they ? ;1454 318 108 577;6.247796464562971e-07;1;2
Zur Zeit werden noch vier baugleiche Schiffe betrieben . ;3836 291 115 613 712 0 4598 5737 25;There are four more sister ships in service at present . ;1363 41 721 65 9889 3877 3 1151 242 153 26;will four ships in . ;125 721 3877 3 26;3.766049518587437e-08;1;1
Einige fahren auch unter maltesischer Flagge . ;1407 1368 188 92 0 16789 25;Some of them also sail under the Maltese flag . ;2503 12 161 342 11850 1007 4 20874 7903 26;Some also . ;2503 342 26;7.232377501862666e-07;1;1
Sollten nicht , wie die Kommissarin sagte , gegen die Klassifizierungsgesellschaft Sanktionen verhängt werden ? ;5356 315 14 420 16 1349 576 14 280 16 0 1595 9882 115 554;Would sanctions not be appropriate , as the Commissioner stated , for the classification society ? ;6320 1579 77 8 1828 20 21 4 1168 1697 20 61 4 3099 2502 577;If not the Commissioner said ? ;324 77 4 1168 532 577;5.698704152725141e-10;1;2
Rina ist jetzt ins Gerede gekommen . ;0 7 949 1392 9406 5632 25;RINA is currently the talk of the town . ;0 28 306 4 4403 12 4 3338 26;is now . ;28 362 26;8.47518074575407e-05;1;1
Malta tritt in die Beitrittsverhandlungen ein . ;9560 356 4 16 7679 67 25;Malta is entering the accession negotiations . ;8809 28 1080 4 2288 85 26;Malta , . ;8809 20 26;0.00019099726982874617;1;2
Die Europäische Union darf , wie ich meine , Malta nur dann aufnehmen , wenn es zusichert , daß die maltesische Flagge in Zukunft schadenfrei fährt . ;37 1801 266 1254 14 420 210 836 14 9560 8 569 3263 14 278 27 0 14 30 16 0 16789 4 1236 0 1384 25;In my opinion , the European Union can only accept Malta if it is guaranteed that the Maltese flag will sail without an accident in future . ;451 844 492 20 4 193 276 6 7 1608 8809 121 86 28 2293 31 4 20874 7903 125 11850 1056 13 3540 3 959 26;The European Union must I , and if that the under flag in . ;226 193 276 347 117 20 53 121 31 4 1007 7903 3 26;3.416640493598473e-20;1;2
Wie so viele andere frage auch ich mich , wo die Verantwortlichen sind . ;282 208 341 825 3978 188 210 1290 14 1673 16 4815 87 25;Like so many others , I too wonder where the people responsible are . ;3510 1097 812 1500 20 117 404 5195 1042 4 420 502 41 26;As many others are also I where the are . ;292 812 1500 41 342 117 1042 4 41 26;1.2360323675783705e-11;1;2
Wo sind die Reeder und die Auftraggeber , wenn solche Katastrophen passieren ? ;6107 87 16 10442 20 16 14734 14 278 866 4393 2302 554;Where are the shipowners and those who order the shipments when these disasters occur ? ;2016 41 4 9616 53 1241 287 735 4 20287 363 84 4110 6670 577;Where are shipowners and if such disasters ? ;2016 41 9616 53 121 972 4110 577;1.0381574183129136e-09;1;2
Wir erleben es nicht zum ersten Mal , das Öl ausläuft , ob absichtlich oder unabsichtlich . ;129 3089 27 315 587 870 1310 14 15 4175 15605 14 1469 12337 69 0 25;This is not the first time we have seen oil slicks , whether intentional or unintentional . ;162 28 77 4 457 398 318 113 2406 6022 11853 20 1142 20762 66 20438 26;We not first time expires , whether or . ;40 77 457 398 8343 20 1142 66 26;3.896233526968374e-12;1;7
( Der Präsident entzieht der Rednerin das Wort . ) ;884 376 54 5045 5 5046 15 1500 25 886;( The President cut the speaker off ) ;900 226 58 750 4 4672 1005 902;( The President cut the off the speaker . ) ;900 226 58 750 4 1005 4 4672 26 902;0.0017867078259003668;1;2
Ich möchte Frau Grossetête und ihren Kollegen dafür danken , daß sie diesen Antrag eingebracht haben . ;107 108 617 3652 20 762 57 938 448 14 30 241 313 1667 9201 95 25;I would like to thank Mrs Grossetête and her colleagues for bringing this motion before Parliament . ;117 427 118 37 449 2185 3417 53 356 1997 61 4880 124 1370 101 64 26;I would like Grossetête and her thank colleagues for that request . ;117 427 118 3417 53 356 449 1997 61 31 1833 26;2.741185460237807e-11;1;2
Obwohl es zwischen Großbritannien und Frankreich in letzter Zeit einige Probleme gab , kann ich Ihnen versichern , daß die Betroffenen das Mitgefühl meiner Landsleute haben . ;8308 27 192 2127 20 482 4 6429 291 146 374 3271 14 371 210 445 4268 14 30 16 6200 15 7085 1712 16906 95 25;Although Britain and France have had their differences recently , I can assure you that there is considerable sympathy in my country for all those affected . ;2080 1524 53 495 113 442 111 2415 915 20 117 6 3990 448 31 672 28 1558 6527 3 844 788 61 223 1241 1233 26;Although and recently some difficulty was , I that the sympathy fellow countrymen . ;2080 53 915 149 3865 834 20 117 31 4 6527 1960 22071 26;1.5711902474820383e-17;1;2
Ich ziehe den Hut vor den Anstrengungen zur Schadensbekämpfung . ;107 768 33 8188 96 33 3657 222 0 25;I salute these joint efforts to repair the damage . ;117 8014 84 1532 2271 37 14167 4 3880 26;I prefer the the . ;117 2475 4 4 26;1.2754858074917035e-07;1;4
Letztlich muß der Verursacher zur Kasse gebeten werden . ;13013 334 5 4165 222 0 4016 115 25;Ultimately , the polluter must pay . ;18181 20 4 2721 347 2375 26;Finally , must asked . ;2428 20 347 314 26;2.402557392070335e-06;1;2
Anstatt Gefälligkeitsflaggen zu verbieten , was der Verletzung des Rechtes eines jeden souveränen Staates auf eine eigene Handelsflotte gleichkäme , verpflichtet die EU-Richtlinie aus dem Jahre 1995 über die Hafenstaatenkontrolle die nationalen Seeverkehrsbehörden , wirksamere Sanktionen gegen Flaggenstaaten zu verhängen , die ihren internationalen Vertragsverpflichtungen nicht nachkommen . ;11250 0 28 5893 14 184 5 4927 50 0 11 689 9515 10021 9 211 3544 0 0 14 4310 16 1452 181 61 385 3301 153 16 0 16 300 0 14 7329 1595 280 0 28 12982 14 16 762 592 0 315 1247 25;Rather than banning flags of convenience , which would violate the right of every sovereign state to have a merchant fleet , under the 1995 EU directive on port state control , national maritime authorities must impose more effective sanctions on flag states which fail to carry out their international treaty obligations . ;421 422 5421 3955 12 3956 20 15 427 496 4 871 12 996 8772 39 37 113 35 9352 6820 20 1007 4 3032 32 1156 82 6844 39 218 20 316 1826 537 347 4832 65 1783 1579 82 7903 1947 15 1333 37 3556 1073 111 647 7777 1229 26;Instead of prohibit to of the sovereign imposes an obligation the EU directive the 1995 on the national parliaments , will impose penalties against impose . ;947 12 10116 37 12 4 8772 11438 13 3807 4 32 1156 4 3032 82 4 316 317 20 125 4832 4146 177 4832 26;5.3848353386402554e-39;1;2
Ich hoffe sehr , daß Kommission und Rat diese Optionen vor allem während der französischen Präsidentschaft sorgfältig prüfen werden , und ich empfehle dem Parlament von ganzem Herzen , diese Entschließung anzunehmen . ;107 1845 510 14 30 219 20 377 127 12579 96 295 102 5 3147 132 5436 2644 115 14 20 210 8627 61 63 46 6688 6277 14 127 1535 6159 25;I sincerely hope that , particularly during the French presidency later this year , the Commission and the Council will look carefully at all these options , and I heartily commend this resolution to Parliament . ;117 2425 136 31 20 480 755 4 1011 137 2394 124 1013 20 4 227 53 4 143 125 690 466 242 223 84 5391 20 53 117 529 5553 124 1065 37 64 26;I hope very that the Commission and the Council during Presidency carefully and I these resolution . ;117 136 372 31 4 227 53 4 143 755 159 466 53 117 84 1065 26;8.04647151574222e-22;1;2
Herr Präsident , es ist schon fast unheimlich , heute wieder einmal hier zu stehen , und das seit fast 10 Jahren in regelmäßigen Abständen und wegen eines Unglücks , das durch Menschenhand und fehlenden Menschenverstand verursacht wurde und nicht durch höhere Gewalt . ;53 54 14 27 7 2047 4443 0 14 64 91 627 531 28 792 14 20 15 872 4443 1471 741 4 4868 9156 20 4724 11 0 14 15 189 0 20 14326 11357 4396 412 20 315 189 7525 508 25;Mr President , it feels quite strange to be standing here again today , as I have been doing at regular intervals for almost ten years , and all because of an accident caused by human hand and by a lack of human competence , and not by force majeure . ;47 58 20 86 1848 120 12760 37 8 6749 712 1301 815 20 21 117 113 78 951 242 5771 6682 61 2852 1445 397 20 53 223 481 12 13 3540 1557 10 285 728 53 10 35 2520 12 285 3468 20 53 77 10 2974 14834 26;Mr President , is almost here and the 10 and and lack and violence . ;47 58 20 28 2852 712 53 4 1465 53 53 2520 53 2754 26;2.21884647921986e-28;1;1
Draußen warten die Betroffenen . ;0 391 16 6200 25;The victims are waiting outside . ;226 283 41 3891 857 26;. ;26;5.094637533040374e-05;1;2
Sie wollen Antworten . ;394 90 1124 25;They want answers . ;851 738 2362 26;They want to provide . ;851 738 37 1692 26;0.006278080585577409;1;2
Sie wollen keine weiteren Zusagen , die wir dann doch nicht einhalten , sie wollen keine Bemühungen , die wir dann doch nicht umsetzen . ;394 90 80 2043 3067 14 16 42 569 348 315 4027 14 241 90 80 2359 14 16 42 569 348 315 5657 25;They do not want any more promises that we then fail to keep , or to see any efforts that we then fail to follow through . ;851 580 77 738 452 65 5612 31 318 330 1333 37 1585 20 66 37 1351 452 2271 31 318 330 1333 37 2792 751 26;They want to no commitments with further we not want to no efforts made we not . ;851 738 37 740 4884 46 2180 318 77 738 37 740 2271 228 318 77 26;6.509232972355534e-20;1;2
Wer gibt uns einen neuen Arbeitsplatz ? ;1666 1385 285 232 1273 2911 554;Who will provide us with new jobs ? ;6006 125 1692 295 46 416 2740 577;Who are ? ;6006 41 577;4.017074811016471e-05;1;1
Frau Palacio , daher begrüße ich Ihren Aktionsplan sehr . ;617 6648 14 1138 509 210 2071 183 510 25;That is why I welcome Mrs Palacio s action plan with open arms . ;1014 28 710 117 530 2185 6097 24 188 189 46 1068 5740 26;Palacio , therefore I welcome your action plan . ;6097 20 29 117 530 1234 188 189 26;1.2844898287647402e-05;1;2
Aber auch das muß gekonnt sein . ;1559 188 15 334 0 1035 25;But there is an art to that as well . ;1846 672 28 13 8002 37 31 21 22 26;But be . ;1846 8 26;1.0347839835140546e-06;1;2
Seit fast zehn Jahren kämpfe ich hier im Parlament für eine europäische Umweltküstenwache . ;3022 4443 3123 741 0 210 531 73 63 32 211 748 0 25;I have been fighting for a European environmental coastguard service for almost ten years , here in Parliament . ;117 113 78 5275 61 35 193 933 18045 1151 61 2852 1445 397 20 712 3 64 26;Since nearly ten years Parliament a European . ;2796 4728 1445 397 64 35 193 26;4.4049818794436874e-10;1;3
Das Thema ist so aktuell wie eh und je . ;157 414 7 208 8368 420 0 20 355 25;The issue is as topical as it was before . ;226 216 28 21 4557 21 86 834 101 26;The issue is is and . ;226 216 28 28 53 26;2.1908901834141997e-07;1;2
Ich werde auch weiterhin meine Unterstützung nicht verweigern , sondern mich gemeinsam mit anderen um Verbesserungen und schlüssige Konzepte im Rahmen einer europäischen bzw . internationalen Zusammenarbeit bemühen . ;107 1165 188 1400 836 125 315 10102 14 326 1290 2731 131 1242 390 3278 20 0 12554 73 537 456 779 2286 25 592 191 527 25;Furthermore , I will not withhold my support but will endeavour , alongside my fellow MEPs , to bring about improvements and logical solutions within the framework of European and international cooperation . ;637 20 117 125 77 12327 844 133 322 125 2346 20 1112 844 1960 1526 20 37 1009 339 5616 53 4511 2093 561 4 562 12 193 53 647 197 26;I will also also my support not refuse but together and concepts or international . ;117 125 342 342 844 133 77 9027 322 991 53 7758 66 647 26;1.4504907233521688e-22;1;2
Herr Präsident ! Zunächst danke ich aufrichtig nicht nur für die Initiativen der verschiedenen Fraktionen , von Frau Grossetête sowie der Fraktion der Europäischen Volkspartei ( Christdemokraten ) und der Europäischen Demokraten , sondern auch für die Initiativen von Herrn Wurtz und der Konföderalen Fraktion der Vereinigten Europäischen Linken/Nordische Grüne Linke , die diese Aussprache vorgeschlagen haben , die es uns ermöglichte , eine konstruktive , wichtige Diskussion zu führen . ;53 54 58 1457 3156 210 8440 315 8 32 16 535 5 59 2277 14 46 617 3652 271 5 1011 5 62 3653 884 3654 886 20 5 62 773 14 326 188 32 16 535 46 143 1652 20 5 5448 1011 5 77 62 5449 5450 3962 14 16 127 262 382 95 14 16 27 285 13781 14 211 4757 14 1181 1467 28 269 25;Mr President , firstly I would like to express my very sincere thanks , not only for the initiatives of the different groups , of Mrs Grossetête and the Group of the European People s Party ( Christian Democrats ) and the European Democrats , but also for the initiatives of Mr Wurtz and the Confederal Group of the United Left/Nordic Green Left , who proposed this debate , which has led to a positive and important discussion . ;47 58 20 1399 117 427 118 37 1307 844 372 8697 1936 20 77 7 61 4 560 12 4 932 1054 20 12 2185 3417 53 4 234 12 4 193 3418 24 827 900 888 787 902 53 4 193 787 20 322 342 61 4 560 12 47 1622 53 4 5023 234 12 4 74 5024 2614 1571 20 287 393 124 269 20 15 76 2669 37 35 485 53 183 1442 26;Mr President , thank I not sincerely only initiatives various , Mrs Grossetête the European People s Party ( Christian Democrats ) and the European Democrats Democrats , but also Wurtz and Confederal Group United European Green Left allowed , discussion . ;47 58 20 449 117 77 2425 7 560 59 20 2185 3417 4 193 3418 24 827 900 888 787 902 53 4 193 787 787 20 322 342 1622 53 5023 234 74 193 2614 1571 1720 20 1442 26;3.1921949686822895e-48;1;2
Frau Roth-Behrendt sagte , daß in der Vergangenheit nichts getan wurde . ;617 11846 576 14 30 4 5 1775 2482 3144 412 25;Mrs Roth-Behrendt said that nothing had ever been done . ;2185 11193 532 31 1649 442 790 78 460 26;Roth-Behrendt said that . ;11193 532 31 26;5.470108006884901e-08;1;2
Ich glaube , daß in der Vergangenheit in der Kommission einiges getan wurde , aber es muß noch mehr getan werden . ;107 209 14 30 4 5 1775 4 5 219 7132 3144 412 14 383 27 334 613 68 3144 115 25;In fact , I believe that things have been done by the Commission , but there is still more to do . ;451 531 20 117 208 31 1103 113 78 460 10 4 227 20 322 672 28 639 65 37 580 26;I believe that Commission but . ;117 208 31 227 322 26;9.2734977498757e-16;1;2
Außerdem konzentrierte man sich in diesen vergangenen Jahren grundsätzlich auf die Sicherheit im Passagierverkehr . ;624 0 201 180 4 313 1810 741 1464 9 16 17 73 0 25;During these years , the emphasis has mainly been on the safety of passenger transport . ;4846 84 397 20 4 1685 76 2542 78 82 4 360 12 6994 975 26;also that we preceding years . ;342 31 318 15688 397 26;9.002048436096268e-11;1;5
Das ist die Realität . ;157 7 16 2971 25;That is the reality . ;1014 28 4 1162 26;This is the reality . ;162 28 4 1162 26;0.0029581171468778724;1;2
Die Billigflaggen sind ein Problem , aber nicht das einzige . ;37 0 87 67 116 14 383 315 15 2055 25;Flags of convenience are one problem , but are not the only one . ;0 12 3956 41 413 123 20 322 41 77 4 7 413 26;The are a problem but not . ;226 41 35 123 322 77 26;2.642719821503621e-09;1;1
Rumänien ist keine Billigflagge , und trotzdem hat es einen sehr hohen Index an Vorkommnissen bei Inspektionen . Mehr als die Billigflaggen . ;13362 7 80 0 14 20 5498 120 27 232 510 3407 0 113 0 228 12392 25 665 354 16 0 25;The Romanian flag is not a flag of convenience but , nevertheless , that country has an extremely high number of incidences at inspections more than the countries with flags of convenience . ;226 15324 7903 28 77 35 7903 12 3956 322 20 4648 20 31 788 76 13 475 1161 868 12 33343 242 4311 65 422 4 715 46 3955 12 3956 26;Romania is no and very high . . ;12956 28 740 53 372 1161 26 26;1.2408757389794916e-14;1;4
